year,country,Strong (32-38),Very strong (38-46),Extreme (> 46)
2023,Afghanistan,45.1239013671875,25.632367451985676,6.530382792154948
2023,Bhutan,12.765921274820963,1.5557897885640461,0
2023,Brunei,128.92857869466147,16.830916086832683,0
2023,Cambodia,117.3429463704427,27.052454630533855,0.06211828192075094
2023,Nepal,48.79344177246094,18.99631627400716,0.819562832514445
2023,Indonesia,95.02634684244792,11.837122599283854,0
2023,Iran,57.65509541829427,28.244369506835938,9.575619379679361
2023,Singapore,82.95956929524739,8.416667302449545,0
2023,Laos,70.64509582519531,9.553245544433594,0.12336432933807373
2023,Malaysia,104.581787109375,10.016557057698568,0.041666666666666664
2023,Maldives,58.998779296875,0,0
2023,Pakistan,92.0975341796875,43.49352518717448,6.006451924641927
2023,Philippines,83.15392557779948,6.288702011108398,0
2023,Sri Lanka,84.13231913248698,12.490918477376303,0
2023,Thailand,101.43075561523438,22.69671885172526,0.2623599171638489
2023,Timor-Leste,67.477874755859375,3.349930763244629,0
2023,Vietnam,73.6533203125,13.537240346272787,0.08533679445584615
2023,Bangladesh,103.7119852701823,24.91864267985026,0.07097196578979492
2023,Burma,73.83379618326823,15.121370951334635,0.17196969191233316
2023,India,91.30479939778645,27.993748982747395,1.3699116706848145
2022,Afghanistan,40.330230712890625,22.668538411458332,5.40220832824707
2022,Bhutan,19.30293909708659,0.7878141403198242,0
2022,Brunei,113.17380777994792,8.770133972167969,0
2022,Cambodia,111.95801798502605,22.12383778889974,0.0625
2022,Nepal,48.18296813964844,16.99307632446289,0.07065924008687337
2022,Indonesia,91.44334920247395,8.703631718953451,0
2022,Iran,56.394927978515625,25.470842997233074,7.8152211507161455
2022,Singapore,83.94602457682292,5.708333969116211,0
2022,Laos,59.07157897949219,5.353377024332683,0
2022,Malaysia,96.89833577473958,7.241794586181641,0
2022,Maldives,41.49469502766927,0,0
2022,Pakistan,90.28221638997395,43.6250254313151,7.026479085286458
2022,Philippines,81.02988688151042,4.949467658996582,0
2022,Sri Lanka,79.13806660970052,7.337116241455078,0
2022,Thailand,92.108123779296875,14.221688588460287,0.07371794680754344
2022,Timor-Leste,79.7459716796875,0.7267389297485352,0
2022,Vietnam,64.89851379394531,10.187601725260416,0.041666666666666664
2022,Bangladesh,93.428619384765625,17.277718861897785,0.041666666666666664
2022,Burma,69.05860392252605,12.476056416829428,0.07870370149612427
2022,India,87.5289306640625,31.74010976155599,2.683849652608236
2021,Afghanistan,41.438367207845054,23.439234415690105,5.563559850056966
2021,Bhutan,18.802806854248047,0.21904458602269491,0
2021,Brunei,117.78291829427083,9.382566452026367,0
2021,Cambodia,109.00803629557292,25.057825724283855,0.041666666666666664
2021,Nepal,39.31562042236328,10.42503293355306,0
2021,Indonesia,88.8670145670573,7.950339635213216,0
2021,Iran,59.135894775390625,27.933186848958332,9.230768839518229
2021,Singapore,74.55708312988281,5.208333651224772,0
2021,Laos,62.27569071451823,8.240928649902344,0
2021,Malaysia,98.7081298828125,7.489513397216797,0
2021,Maldives,39.60326639811198,0,0
2021,Pakistan,93.60863240559895,45.90072123209635,5.997847239176433
2021,Philippines,79.62120564778645,6.0182679494222,0.041666666666666664
2021,Sri Lanka,80.1057840983073,8.208953221638998,0
2021,Thailand,91.34932454427083,17.98680877685547,0.1011904776096344
2021,Timor-Leste,72.35295104980469,2.6849915186564126,0
2021,Vietnam,68.23302205403645,11.961944580078125,0.061330790321032204
2021,Bangladesh,93.5889892578125,21.426554361979168,0.041666666666666664
2021,Burma,68.00665283203125,14.323888142903646,0.26666667064030963
2021,India,85.01277669270833,26.704254150390625,2.000197092692057
2020,Afghanistan,36.75803883870443,21.485605875651043,5.344938278198242
2020,Bhutan,5.56324831644694,0.7411271731058756,0
2020,Brunei,122.6687520345052,14.696531931559244,0
2020,Cambodia,122.26620483398438,33.03306325276693,0.2941247622172038
2020,Nepal,39.94800567626953,9.70832633972168,0.0751658429702123
2020,Indonesia,92.451202392578125,8.893232981363932,0
2020,Iran,51.4719492594401,24.979573567708332,9.426482518513998
2020,Singapore,74.82169596354167,5.583333333333333,0
2020,Laos,68.3284200032552,10.173291524251303,0
2020,Malaysia,101.76329549153645,8.363919576009115,0
2020,Maldives,58.258870442708336,0,0
2020,Pakistan,90.59914143880208,45.76336669921875,8.471717834472656
2020,Philippines,87.37164306640625,7.280162175496419,0
2020,Sri Lanka,89.71422322591145,14.702481587727865,0
2020,Thailand,104.12047322591145,25.1140874226888,0.29617738723754883
2020,Timor-Leste,77.26968892415364,3.420188585917155,0
2020,Vietnam,73.11837259928386,15.038973490397135,0.2451017697652181
2020,Bangladesh,89.13881429036458,17.79409662882487,0
2020,Burma,70.80835469563802,14.486333211263021,0.3075000047683716
2020,India,87.97196451822917,29.297780354817707,2.3039747873942056
2019,Afghanistan,39.64999643961588,23.657188415527344,6.164571126302083
2019,Bhutan,8.983357747395834,0.9476501146952311,0
2019,Brunei,127.8073018391927,16.072275797526043,0
2019,Cambodia,121.45765177408855,33.105115254720054,0.26428453127543133
2019,Nepal,45.587544759114586,16.67928187052409,0.18783942858378092
2019,Indonesia,92.723663330078125,10.813870747884115,0
2019,Iran,54.89810689290365,26.959325154622395,9.736040751139322
2019,Singapore,76.78985595703125,6.625,0
2019,Laos,72.74888610839844,9.66980234781901,0
2019,Malaysia,108.22119140625,10.756393432617188,0
2019,Maldives,59.89292907714844,0,0
2019,Pakistan,89.61531575520833,46.4496815999349,8.51022466023763
2019,Philippines,79.65329488118489,7.1123708089192705,0
2019,Sri Lanka,88.65547688802083,15.325490315755209,0
2019,Thailand,104.2687479654948,24.476951599121094,0.3950433333714803
2019,Timor-Leste,67.95589192708333,4.759754816691081,0
2019,Vietnam,73.970794677734375,15.221158345540365,0.1864294409751892
2019,Bangladesh,94.27956136067708,21.32861582438151,0.07230900724728902
2019,Burma,71.365570068359375,15.73645273844401,0.5471813678741455
2019,India,89.01246134440105,33.79194641113281,3.322109858194987
2018,Afghanistan,40.9015146891276,22.8212153116862,5.586860020955403
2018,Bhutan,8.189278284708658,0.7639170487721761,0
2018,Brunei,121.47533162434895,12.932111104329428,0
2018,Cambodia,113.75819905598958,25.85095469156901,0.07288047671318054
2018,Nepal,44.103251139322914,12.405960083007812,0.30244266986846924
2018,Indonesia,88.4677225748698,8.4720827738444,0
2018,Iran,55.298502604166664,26.959177652994793,9.839139938354492
2018,Singapore,75.99342854817708,4.333333333333333,0
2018,Laos,56.70652770996094,6.519765218098958,0
2018,Malaysia,102.53785196940105,8.128336588541666,0
2018,Maldives,48.67644755045573,0,0
2018,Pakistan,95.24486287434895,48.89957173665365,8.312531153361002
2018,Philippines,77.57963053385417,5.826372146606445,0
2018,Sri Lanka,79.84534200032552,9.258073806762695,0
2018,Thailand,93.02604166666667,15.483997344970703,0.1221251090367635
2018,Timor-Leste,70.46612548828125,2.7466042836507163,0
2018,Vietnam,63.15958150227865,10.774503072102865,0.041666666666666664
2018,Bangladesh,91.05796305338542,13.83713404337565,0
2018,Burma,60.49981689453125,10.70107396443685,0
2018,India,90.2243143717448,31.713422139485676,3.109978993733724
2017,Afghanistan,42.34124755859375,24.925140380859375,5.582577387491862
2017,Bhutan,13.266175587972006,0.7120834986368815,0
2017,Brunei,117.46394856770833,10.62078857421875,0
2017,Cambodia,112.04736328125,22.50365956624349,0.17708333333333334
2017,Nepal,44.061930338541664,13.992735544840494,0.15668200453122458
2017,Indonesia,88.52060953776042,8.611464818318685,0
2017,Iran,56.0699208577474,27.100504557291668,9.497720082600912
2017,Singapore,80.22116597493489,5.083333651224772,0
2017,Laos,56.09557088216146,5.4302419026692705,0
2017,Malaysia,99.65584309895833,7.3846480051676435,0
2017,Maldives,44.9640146891276,0,0
2017,Pakistan,94.95963541666667,49.437957763671875,7.956083297729492
2017,Philippines,78.94645690917969,5.242265065511067,0
2017,Sri Lanka,85.411102294921875,13.652539571126303,0
2017,Thailand,90.36952718098958,14.642489115397135,0.041666666666666664
2017,Timor-Leste,71.11998494466145,1.6949268976847331,0
2017,Vietnam,63.13244120279948,9.839179356892904,0
2017,Bangladesh,85.476165771484375,17.015972137451172,0
2017,Burma,62.96935017903646,10.764490763346354,0.09558823704719543
2017,India,90.8964335123698,33.56695302327474,2.5509400367736816
2016,Afghanistan,42.8152821858724,26.118428548177082,5.33753776550293
2016,Bhutan,13.873030344645182,0.5748356580734253,0
2016,Brunei,127.93653361002605,18.62479527791341,0
2016,Cambodia,119.7581278483073,32.405052185058594,0.6365680694580078
2016,Nepal,45.56988525390625,13.783091227213541,0.17377378543217978
2016,Indonesia,98.828704833984375,12.399679819742838,0
2016,Iran,54.42308553059896,26.010152180989582,8.9608523050944
2016,Singapore,90.1740214029948,7.208333969116211,0
2016,Laos,65.56383260091145,9.339213053385416,0
2016,Malaysia,109.78648885091145,13.208465576171875,0
2016,Maldives,47.86849466959635,0.07815795640150706,0
2016,Pakistan,98.15193684895833,48.96778869628906,9.083614985148111
2016,Philippines,86.47043863932292,7.633042017618815,0
2016,Sri Lanka,91.31083170572917,17.053422292073567,0
2016,Thailand,98.4938252766927,21.871409098307293,1.5756810506184895
2016,Timor-Leste,93.9083760579427,2.344801425933838,0
2016,Vietnam,73.93011474609375,15.028007507324219,0.0822610358397166
2016,Bangladesh,93.32582600911458,17.804593404134113,0.0679780791203181
2016,Burma,67.00310770670573,14.370138804117838,0.5775126218795776
2016,India,91.73683675130208,33.048858642578125,2.8770758310953775
2015,Afghanistan,40.79720560709635,23.417994181315105,5.329537073771159
2015,Bhutan,15.91672388712565,0.11118792494138081,0
2015,Brunei,121.66236368815105,12.064605712890625,0
2015,Cambodia,124.3447265625,34.40649668375651,0.1180555522441864
2015,Nepal,47.2424570719401,15.21926498413086,0.6022944847742716
2015,Indonesia,89.28096516927083,8.927862167358398,0
2015,Iran,54.9988047281901,26.373263041178387,9.14499600728353
2015,Singapore,72.27276102701823,3.2083333333333335,0
2015,Laos,65.39590962727864,8.63519541422526,0
2015,Malaysia,102.49720255533855,7.900641759236653,0
2015,Maldives,55.791341145833336,0,0
2015,Pakistan,88.60680135091145,44.70390828450521,6.479886372884114
2015,Philippines,77.47940572102864,5.741417566935222,0
2015,Sri Lanka,84.99028015136719,8.980249404907227,0
2015,Thailand,99.20229085286458,21.407938639322918,0.15064102411270142
2015,Timor-Leste,64.40791320800781,2.0482357343037925,0
2015,Vietnam,73.49266560872395,14.699661254882812,0.1800887187321981
2015,Bangladesh,85.40704345703125,14.513387044270834,0.041666666666666664
2015,Burma,65.10504659016927,13.864039103190104,0.12361111243565877
2015,India,90.24779256184895,30.478680928548176,2.379094918568929
2014,Afghanistan,39.42874654134115,22.394022623697918,3.908695856730143
2014,Bhutan,18.369895935058594,0.20713722705841064,0
2014,Brunei,114.06772867838542,9.983517328898111,0
2014,Cambodia,116.31553141276042,28.127225240071613,0.125
2014,Nepal,45.98888142903646,15.725654602050781,0.30895572900772095
2014,Indonesia,87.90681966145833,8.596637725830078,0
2014,Iran,53.50947570800781,25.06634521484375,7.510938008626302
2014,Singapore,77.66700236002605,6.25,0
2014,Laos,60.31452941894531,6.699338912963867,0
2014,Malaysia,96.977996826171875,7.61167589823405,0
2014,Maldives,37.975067138671875,0,0
2014,Pakistan,88.22203572591145,44.361053466796875,7.682369867960612
2014,Philippines,71.89383443196614,4.957342147827148,0
2014,Sri Lanka,80.75603739420573,10.811004638671875,0
2014,Thailand,94.49139404296875,18.579579671223957,0.09034796555836995
2014,Timor-Leste,66.70726521809895,1.5376733144124348,0
2014,Vietnam,68.09654235839844,12.104848225911459,0
2014,Bangladesh,88.76402791341145,20.717512766520183,0.10995461543401082
2014,Burma,67.27096048990886,13.985941569010416,0.38333332538604736
2014,India,87.96577962239583,32.09269714355469,2.1130226453145347
2013,Afghanistan,40.13489278157552,23.54254659016927,6.207628885904948
2013,Bhutan,27.033475240071613,0.14393742879231772,0
2013,Brunei,115.27206420898438,9.4074249267578125,0
2013,Cambodia,109.67242431640625,27.3356196085612,0.11979166666666667
2013,Nepal,41.894920349121094,11.392723083496094,0.07783849040667216
2013,Indonesia,86.33924357096355,8.067082722981771,0
2013,Iran,52.23348490397135,24.752535502115887,7.200552622477214
2013,Singapore,78.6915995279948,6.041666666666667,0
2013,Laos,57.339385986328125,7.610062917073567,0
2013,Malaysia,95.688568115234375,6.98396110534668,0
2013,Maldives,38.65727742513021,0,0
2013,Pakistan,89.56543986002605,43.74785868326823,6.781914393107097
2013,Philippines,74.267486572265625,4.401933352152507,0
2013,Sri Lanka,75.653228759765625,10.007428487141928,0
2013,Thailand,89.421173095703125,18.25776545206706,0.07410555084546407
2013,Timor-Leste,70.26088460286458,0.98734450340271,0
2013,Vietnam,62.3580322265625,10.906673431396484,0.041666666666666664
2013,Bangladesh,81.63639831542969,13.457539876302084,0
2013,Burma,61.42805480957031,13.15799077351888,0.11333333452542622
2013,India,80.17634582519531,26.8216069539388,2.1782193183898926
2012,Afghanistan,38.16340637207031,21.29382069905599,3.107166608174642
2012,Bhutan,12.34823226928711,0.15902626514434814,0
2012,Brunei,116.75340779622395,6.392019907633464,0
2012,Cambodia,118.65906778971355,26.499178568522137,0.10397395491600037
2012,Nepal,45.02946472167969,16.919036865234375,0.5019430716832479
2012,Indonesia,85.98865763346355,7.736172358194987,0
2012,Iran,50.40122985839844,23.981173197428387,7.585798899332683
2012,Singapore,79.0206807454427,3.75,0
2012,Laos,58.99255879720052,5.394247055053711,0
2012,Malaysia,96.74774169921875,5.684890111287435,0
2012,Maldives,48.65738423665365,0,0
2012,Pakistan,87.043701171875,42.85338338216146,7.293195088704427
2012,Philippines,70.80921936035156,3.4907506306966147,0
2012,Sri Lanka,83.39845784505208,12.220670064290365,0
2012,Thailand,96.75999959309895,15.66317367553711,0.07668120165665944
2012,Timor-Leste,64.40700785319011,1.9636565844217937,0
2012,Vietnam,65.03096516927083,9.562239329020182,0
2012,Bangladesh,84.08299763997395,17.576834360758465,0.4674450159072876
2012,Burma,62.9852040608724,13.511886596679688,0.10264227787653606
2012,India,86.147613525390625,31.35955810546875,2.533223311106364
2011,Afghanistan,43.5864003499349,27.250961303710938,6.860670725504558
2011,Bhutan,12.6967404683431,0.21800323327382407,0
2011,Brunei,113.90653483072917,8.364973704020182,0
2011,Cambodia,102.41610717773438,17.134232838948567,0
2011,Nepal,43.37284851074219,11.203170776367188,0
2011,Indonesia,84.23335266113281,6.882287343343099,0
2011,Iran,55.08097839355469,26.967999776204426,9.651952743530273
2011,Singapore,68.70344543457031,2.750000317891439,0
2011,Laos,44.544698079427086,3.537949879964193,0
2011,Malaysia,94.07399495442708,5.231770197550456,0
2011,Maldives,43.4487559000651,0,0
2011,Pakistan,92.026519775390625,44.376668294270836,8.160211563110352
2011,Philippines,65.02734883626302,2.94442081451416,0
2011,Sri Lanka,78.15054829915364,8.879314422607422,0
2011,Thailand,75.79744466145833,8.924093246459961,0
2011,Timor-Leste,57.97293599446615,1.3989140192667644,0
2011,Vietnam,54.707499186197914,7.388008753458659,0
2011,Bangladesh,84.63302103678386,14.535388946533203,0
2011,Burma,56.0080820719401,9.013682047526041,0.0625
2011,India,86.64406331380208,27.67261505126953,2.1535372734069824
2010,Afghanistan,41.40963236490885,22.656720479329426,4.5376278559366865
2010,Bhutan,25.472857157389324,0.15060779452323914,0
2010,Brunei,121.78969319661458,15.646444956461588,0
2010,Cambodia,125.3048807779948,38.100293477376304,0.26286572217941284
2010,Nepal,49.880706787109375,18.620249430338543,0.21241714557011923
2010,Indonesia,93.50522867838542,9.974194208780924,0
2010,Iran,56.061920166015625,26.03418477376302,8.40334701538086
2010,Singapore,91.95845540364583,3.5366433461507163,0
2010,Laos,66.607330322265625,9.447105407714844,0
2010,Malaysia,104.13187662760417,9.882981618245443,0
2010,Maldives,41.75816853841146,0,0
2010,Pakistan,95.412353515625,48.03857421875,8.286328633626303
2010,Philippines,86.485931396484375,6.7056929270426435,0
2010,Sri Lanka,82.12916056315105,13.190165201822916,0
2010,Thailand,102.86178588867188,23.85608673095703,0.3141499161720276
2010,Timor-Leste,77.02307637532552,0.7280290921529134,0
2010,Vietnam,73.0750732421875,14.595634460449219,0.1794666051864624
2010,Bangladesh,94.90960693359375,20.217761993408203,0.05030529201030731
2010,Burma,72.471649169921875,15.441569010416666,0.5388440291086832
2010,India,94.10113525390625,37.3543701171875,4.589453379313151
2009,Afghanistan,39.54115295410156,23.585004170735676,5.967292149861653
2009,Bhutan,8.37614885965983,0.6451674699783325,0
2009,Brunei,121.61273193359375,12.625195821126303,0
2009,Cambodia,110.41492716471355,22.661649068196613,0
2009,Nepal,46.52007548014323,16.877174377441406,0.38029293219248456
2009,Indonesia,91.06467692057292,9.804465611775717,0
2009,Iran,51.50135803222656,26.707473754882812,9.357269922892252
2009,Singapore,75.66349283854167,3.500000317891439,0
2009,Laos,60.81375630696615,5.445026397705078,0
2009,Malaysia,99.35457356770833,8.14825693766276,0
2009,Maldives,44.082621256510414,0,0
2009,Pakistan,92.43297322591145,47.76774597167969,9.071579615275065
2009,Philippines,69.46461486816406,3.4899187088012695,0
2009,Sri Lanka,81.98622131347656,11.811091105143229,0
2009,Thailand,94.60719807942708,15.650043487548828,0.09807197252909343
2009,Timor-Leste,70.75223286946614,1.773910681406657,0
2009,Vietnam,64.89200337727864,9.640768051147461,0.041666666666666664
2009,Bangladesh,94.66441853841145,20.640221913655598,0.10602195064226787
2009,Burma,67.51906331380208,12.740745544433594,0.20760234196980795
2009,India,93.9968973795573,35.19825998942057,3.002638498942057
2008,Afghanistan,45.01214090983073,26.371388753255207,7.682285308837891
2008,Bhutan,12.623575846354166,0.3472927014033,0
2008,Brunei,109.62173461914062,5.913745880126953,0
2008,Cambodia,104.9271952311198,20.115070343017578,0.041666666666666664
2008,Nepal,42.98774719238281,11.709322611490885,0.08806229631106059
2008,Indonesia,81.822174072265625,5.401262919108073,0
2008,Iran,56.03131103515625,27.155001322428387,8.473822275797525
2008,Singapore,61.95357767740885,2.5833333333333335,0
2008,Laos,46.79668680826823,4.37309455871582,0
2008,Malaysia,89.0902608235677,4.169231096903483,0
2008,Maldives,39.51801300048828,0,0
2008,Pakistan,94.15196736653645,46.79185485839844,6.662574132283528
2008,Philippines,71.34605407714844,3.1854540506998696,0
2008,Sri Lanka,76.20977783203125,6.6991831461588545,0
2008,Thailand,80.64485677083333,10.969359079996744,0.06944444278875987
2008,Timor-Leste,60.21300760904948,1.1180357138315837,0
2008,Vietnam,58.717366536458336,8.729374567667643,0
2008,Bangladesh,85.97337849934895,16.37787373860677,0.041666666666666664
2008,Burma,57.340494791666664,9.127984364827475,0.08854166666666667
2008,India,86.45045979817708,27.127410888671875,1.239626169204712
2007,Afghanistan,40.5350087483724,24.320164998372395,4.436306953430176
2007,Bhutan,12.261037190755209,0.40375614166259766,0
2007,Brunei,111.41475423177083,8.358533223470053,0
2007,Cambodia,107.78466796875,25.00220235188802,0.14583333333333334
2007,Nepal,45.02977498372396,15.326224009195963,0.2356102466583252
2007,Indonesia,85.32926940917969,6.580874760945638,0
2007,Iran,51.7891591389974,26.29455820719401,8.209089279174805
2007,Singapore,67.89908345540364,3.8333333333333335,0
2007,Laos,55.85345458984375,6.013821919759114,0
2007,Malaysia,92.54236857096355,5.476707458496094,0
2007,Maldives,42.92619323730469,0,0
2007,Pakistan,94.26416015625,46.173492431640625,6.4793548583984375
2007,Philippines,75.61147562662761,4.923641840616862,0
2007,Sri Lanka,75.68621826171875,8.320132573445639,0
2007,Thailand,89.20794677734375,16.109519958496094,0.1964412728945414
2007,Timor-Leste,66.86632792154948,1.239867925643921,0
2007,Vietnam,61.927001953125,10.669092814127604,0
2007,Bangladesh,82.6863301595052,17.56341552734375,0.4961395263671875
2007,Burma,58.732503255208336,10.059923807779947,0.11851821343104045
2007,India,89.226104736328125,31.04315185546875,2.231001536051432
2006,Afghanistan,43.11421203613281,24.605545043945312,6.044056574503581
2006,Bhutan,13.76828384399414,1.0954027970631917,0
2006,Brunei,122.56821695963542,10.434452692667643,0
2006,Cambodia,115.71115112304688,27.294362386067707,0.041666666666666664
2006,Nepal,47.23076883951823,14.193379720052084,0.059238562981287636
2006,Indonesia,86.59217325846355,7.996016184488933,0
2006,Iran,55.25010681152344,26.512306213378906,8.499820709228516
2006,Singapore,70.85672505696614,4.7916669845581055,0
2006,Laos,57.55870056152344,6.5612443288167315,0
2006,Malaysia,98.3546142578125,5.9197953542073565,0
2006,Maldives,34.81517791748047,0,0
2006,Pakistan,93.46971638997395,46.6423085530599,8.299252192179361
2006,Philippines,74.20006306966145,4.058484077453613,0
2006,Sri Lanka,77.68695068359375,9.931580861409506,0
2006,Thailand,92.790985107421875,15.420822143554688,0.13888888557751974
2006,Timor-Leste,56.6180165608724,1.6868794759114583,0
2006,Vietnam,65.23994954427083,10.107335408528646,0.08333333333333333
2006,Bangladesh,95.54117838541667,19.46691640218099,0
2006,Burma,63.52664693196615,11.220260620117188,0.14999999602635702
2006,India,89.43841552734375,29.97454833984375,2.440202077229818
2005,Afghanistan,38.977071126302086,21.404685974121094,4.608587582906087
2005,Bhutan,18.456378936767578,0.3176795442899068,0
2005,Brunei,124.74429321289062,14.574542999267578,0
2005,Cambodia,113.28286743164062,28.918734232584637,0.13364656766255698
2005,Nepal,45.21362813313802,16.03088633219401,0.8180054823557535
2005,Indonesia,89.18442789713542,7.639824549357097,0
2005,Iran,52.60633341471354,25.23437754313151,7.390022277832031
2005,Singapore,75.6824442545573,4.541666666666667,0
2005,Laos,58.42755635579427,7.228982289632161,0
2005,Malaysia,104.87680053710938,9.423784255981445,0
2005,Maldives,35.25364430745443,0,0
2005,Pakistan,87.695953369140625,42.28583017985026,6.360147476196289
2005,Philippines,74.700531005859375,5.249759038289388,0
2005,Sri Lanka,82.310150146484375,13.356966654459635,0
2005,Thailand,93.3605244954427,18.89234797159831,0.1822063128153483
2005,Timor-Leste,73.13199361165364,0.8209242026011149,0
2005,Vietnam,66.79676310221355,11.783355712890625,0
2005,Bangladesh,90.08204142252605,18.608558654785156,0.3129530946413676
2005,Burma,67.330718994140625,14.60049311319987,0.33111701409022015
2005,India,86.85716756184895,31.93920644124349,2.666280428568522
